name,lat,lon,gmu_id
Bruin Bluff Trail,39.6683302,-105.2604343,391
Bear Creek Trail,39.6681601,-105.2593504,391
Kingfisher Bridge,39.666248,-105.2696035,391
Bear Creek Trail,39.6658341,-105.2680398,391
Bear Creek Trail,39.6669472,-105.2653588,391
Creekside Loop,39.6680097,-105.2635741,391
Bear Creek Trail,39.6682789,-105.2632372,391
Bear Creek Trail,39.6684861,-105.2613638,391
Bruin Bluff Trail,39.6683777,-105.2603928,391
Bear Creek Trail,39.6645869,-105.275527,391
Bear Creek Trail,39.6652733,-105.2726721,391
Bluebird Meadow Trail,39.6249338,-105.3597794,39
Evergreen Mtn East Trail,39.6227615,-105.3469183,39
Sisters Trail,39.6270231,-105.3464517,39
Ponderosa Trail,39.6251868,-105.3486495,39
Brothers Trail,39.6261531,-105.3496238,39
Silver Fox Trail,39.6227492,-105.3561753,39
Hidden Fawn Trail,39.6269961,-105.3449992,39
Sisters Trail,39.6234517,-105.3465673,39
Ponderosa Trail,39.62289,-105.3503155,39
Sisters Trail,39.6246787,-105.3465302,39
Homestead Trail,39.626438,-105.3578851,39
Hidden Fawn Trail,39.6296062,-105.3463598,39
Bluebird Meadow Trail,39.6232121,-105.358658,39
Silver Fox Trail,39.6240406,-105.3575469,39
Homestead Trail,39.6250156,-105.3582331,39
Silver Fox Trail,39.6249916,-105.3566613,39
Bluebird Meadow Trail,39.622973,-105.3602193,39
Sleepy S Trail,39.6639753,-105.3592201,39
Bergen Peak Trail,39.6624901,-105.3822178,39
Meadow View Trail,39.6572888,-105.3670118,39
Meadow View Trail,39.6614764,-105.372253,39
Meadow View Trail,39.6669861,-105.3758894,39
Elk Ridge Trail,39.6624251,-105.3684143,39
Too Long Trail,39.6693924,-105.38658,39
Bergen Peak Trail,39.6664282,-105.3942417,39
Founder's Trail,39.6706319,-105.3646878,39
Meadow View Trail,39.6746528,-105.3676556,39
Meadow View Trail,39.6718645,-105.3722554,39
Sleepy S Trail,39.6635197,-105.3588856,39
Sleepy S Trail,39.6634406,-105.3617252,39
Painter's Pause Trail,39.6726976,-105.3631371,39
Genesee Summit Trail,39.7013153,-105.2925238,391
Beaver Brook Trail,39.7291533,-105.3007292,38
Beaver Brook Trail,39.7205915,-105.3204604,38
Gudy Gaskill Trail,39.732958,-105.305584,38
Beaver Brook Trail,39.7267013,-105.2894266,38
Beaver Brook Trail,39.7317885,-105.3179547,38
Beaver Brook Trail,39.7316946,-105.3076384,38
Blue Sky Trail,40.4932101,-105.1570284,20
Blue Sky Trail,40.4618059,-105.1545882,20
Rim Rock Trail,40.4755402,-105.1470934,20
Rim Rock Trail,40.4748459,-105.1470638,20
Rim Rock Trail,40.4756624,-105.1488431,20
Horsetooth Rock Trail,40.5327817,-105.1875536,19
Heizer,38.8859911,-104.9811557,59
Zorro Trail,39.6934043,-105.1960016,391
Geologic Overlook Trail,39.6724423,-105.205319,391
Geologic Overlook Trail,39.6720021,-105.2072658,391
Trading Post Trail,39.6627153,-105.2017415,391
Trading Post Trail,39.6600414,-105.2000652,391
Meadow Trail,39.6327253,-105.2265129,391
Turkey Trot Trail,39.6460276,-105.2055544,391
Mountain Lion Trail,39.8516814,-105.3598046,38
Burro Spur To Windy Peak Trail,39.862763,-105.3781999,38
Service Road,39.8530256,-105.3643285,38
Burro Spur To Windy Peak Trail,39.8628022,-105.3745602,38
Coyote Trail,39.858494,-105.4482985,38
Coyote/Mule Deer Trail,39.8513693,-105.4289605,38
Snowshoe Hare Access Trail,39.8639711,-105.4155433,38
Snowshoe Hare Trail,39.8642287,-105.4040122,38
Snowshoe Hare Trail,39.8600279,-105.4133784,38
Snowshoe Hare Access Trail,39.8639553,-105.4160141,38
Mule Deer Trail,39.8444471,-105.4308401,38
Snowshoe Hare Connector To Mule Deer Trail,39.86548,-105.4189779,38
Blue Grouse Trail,39.8383592,-105.4318648,38
Fraser River Trail,39.9302373,-105.787706,28
Intemann Trail,38.843131,-104.9036811,59
Intemann Trail,38.8433086,-104.9038877,59
Intemann Trail,38.842895,-104.9033709,59
Intemann Trail,38.8429973,-104.9035148,59
Horsetooth Rock Trail,40.5271936,-105.1796276,19
Kessel Run Trail,39.3221341,-108.7048094,30
Soaring Kestral,38.7387892,-104.8205053,59
Douglas Cnty E/W Trail,39.5270896,-105.0234793,51
Raccoon Ridge,38.7367909,-104.8286272,59
Sundance,38.7256026,-104.829358,59
Turkey Trot,38.7270977,-104.8262841,59
Talon,38.7235378,-104.8276867,59
Talon,38.7281892,-104.8239413,59
Acorn Alley,38.7389673,-104.8277942,59
Acorn Alley,38.7392654,-104.8273409,59
Acorn Alley,38.7383618,-104.8287126,59
Boulder Run,38.733845,-104.8281972,59
Acorn Alley,38.7396886,-104.8280529,59
Acorn Alley,38.7397693,-104.827109,59
Acorn Alley,38.7394747,-104.8288214,59
Acorn Alley,38.7390834,-104.8285948,59
Acorn Alley,38.7393927,-104.8272751,59
Bobcat Way,38.7404053,-104.8259824,59
Soaring Kestral,38.7399894,-104.823567,59
Bobcat Way,38.7408251,-104.8244669,59
Bobcat Way,38.7407375,-104.8259404,59
Acorn Alley,38.7397006,-104.8269532,59
Soaring Kestral,38.7394307,-104.8254441,59
Soaring Kestral,38.7398628,-104.825474,59
Intemann Sand Canyon,38.8403316,-104.8970267,59
Wildflower Path,38.7959274,-104.8586675,59
Meadows Trail,38.8013555,-104.8612871,59
Vegetarian Trail,39.3173249,-108.6923542,30
Western Zippity,39.3290721,-108.7279109,30
Zippity Doo Da Trail,39.3276927,-108.7141735,30
Wrangler,39.1782054,-108.8499318,30
Steve's Loop Connector,39.1889877,-108.8742699,30
Steve's Loop,39.1925792,-108.874104,30
Rustler's Loop,39.1690408,-108.834962,30
Lion's,39.1945851,-108.8802432,30
Mary's Trail,39.1807317,-108.8617737,30
Homestead Trail,38.8529569,-104.7497995,110
Eden Valley Spur Trail,40.4679203,-105.2301578,20
Valley Loop Trail,40.4832139,-105.2370218,20
Frontside Trail,39.3360277,-108.7073714,30
Marys Wrangler Connector,39.1756135,-108.8485079,30
Ali Ali Loop,39.0408802,-108.5995128,40
Ali Alley Trail,39.0418322,-108.6026456,40
Coyote Ridge Trail,39.0411687,-108.6026006,40
Eagle's Connector Trail,39.030715,-108.6138898,40
Eagle's Wing Trail,39.0252198,-108.6112576,40
Free Lunch Trail,39.0269249,-108.6135365,40
Gunny Loop Trail,39.0218306,-108.6051191,40
High Noon Trail,39.0356778,-108.6123482,40
Holy Cross Trail,39.0364711,-108.6033995,40
Curt's Lane Trail,39.050792,-108.6038796,40
Leftover Lane,39.0477241,-108.5982203,40
Lemon Squeezer Trail,39.0350172,-108.6092996,40
Lunch Line Trail,39.023816,-108.6103505,40
Miramonte Rim Trail,39.045192,-108.5940895,40
Miramonte Trail,39.0456674,-108.5955864,40
Pet-E-Kes Trail,39.0380032,-108.6125207,40
Prenup,39.0282672,-108.6079196,40
Pucker Up Trail,39.0354181,-108.6088606,40
Raven Ridge Trail,39.0399967,-108.6056525,40
Brighton Lateral,39.9761406,-104.7854919,104
Holy Bucket Trail,39.0416626,-108.5917795,40
D. R. Trail,40.4878248,-105.2527082,20
Valley Loop Trail,40.4875818,-105.2327008,20
Jana Says Mine!,39.9823452,-105.2343264,29
Rabbit Valley 8 Trail,39.162956,-108.9746733,30
Tuck Ditch Trail,39.8794777,-104.9616153,104
South Saint Vrain Trail,40.0837561,-105.5719946,20
First Flats Trail,39.0214944,-108.6018927,40
Bentonite Hill Trail,39.043733,-108.6051766,40
Clunker Trail,39.0447211,-108.5918784,40
Eagle's Tail Trail,39.042134,-108.6119501,40
The Ribbon Trail,39.0069147,-108.6280845,40
Tabeguache Trail (Lunch Loops),39.0374854,-108.6084457,40
Rabbit Valley 2 Trail,39.1453457,-109.0530426,Unknown
Moto Trail,39.0404399,-108.607514,40
Zion Curtain,39.1679728,-109.0784681,Unknown
Gunny Loop Trail,39.0218067,-108.5971975,40
Andy's Trail,39.0295785,-108.6176785,40
To Gunny,39.0209204,-108.6090813,40
Lions Loop Trail,39.1934914,-108.8974025,30
Mary's,39.1907601,-108.8687254,30
Twist-N-Shout Trail,39.0071246,-108.600309,40
Trail No. 100,39.7551764,-105.101483,391
Horsethief Bench,39.1726695,-108.8591162,30
Rabbit Valley 3 Trail,39.17408,-109.0063555,30
Chutes & Ladders Trail,39.3296524,-108.687822,30
Croke Canal tr,39.8391505,-105.1044456,38
Croke Canal tr,39.8391507,-105.1041949,38
Croke Canal tr,39.839163,-105.1046722,38
Croke Canal tr,39.8391331,-105.1048398,38
Fourmile Creek Trail,40.0449339,-105.2515767,29
Fourmile Creek Trail,40.0449073,-105.2529658,29
Willows Trail,40.0580671,-105.206927,29
Niwot Loop Trail,40.1012332,-105.1627063,29
Niwot Loop Trail,40.1018855,-105.1611743,20
Niwot Loop Trail,40.1036306,-105.1622928,20
Niwot Loop Trail,40.1054819,-105.1607781,20
Niwot Loop Trail,40.1020171,-105.1615739,20
Niwot Loop Trail,40.1018858,-105.1653585,20
East Boulder Trail,40.0217824,-105.1586155,29
Gunbarrel Open Space Trail,40.0639228,-105.1761788,29
Boulder Creek Path,40.0151455,-105.2793152,29
Pine Lake Loop Trail,39.408223,-105.3488166,501
Narrow Gauge Trail,39.4095412,-105.3541399,461
Park View 710.A,39.4044406,-105.346656,501
North Fork View Trail,39.4094462,-105.3569976,501
Buck Gulch Trail,39.4094738,-105.3531779,461
Fishing Trail,39.4077757,-105.3472253,461
Pine Lake Loop Trail,39.4083897,-105.3511115,501
North Fork View Trail,39.4098375,-105.3606329,461
deKoevend Park Trail,39.5982226,-104.9599569,391
Limber Pine Trail,38.9162633,-105.0837831,59
Westridge Trail,40.5693613,-105.1983172,19
Donner Pass Trail,40.5613237,-105.472954,20
Donner Pass Trail,40.5743071,-105.4709528,20
Lookout Mountain Summit Trail,40.5310486,-105.4588947,20
Sanderson Gulch Trail,39.6851209,-105.0682068,391
Wingate South Park Trail,39.5599999,-105.1005283,391
Cuttoff to Road,40.0813927,-105.5589748,20
Cmc Cabin Cutoff,40.0818281,-105.5769778,20
Trail No. 418,39.7550709,-105.1070592,391
Little Browns Creek Trail,38.6638055,-106.2148748,56
Wagon Loop Trail,38.669599,-106.1710161,56
Colorado Trail (Segment 14),38.6683359,-106.1810843,56
Westbury Trail,39.601284,-105.1130611,391
Bruin Bluff Trail,39.6661285,-105.2558265,391
Castor Cutoff,39.6670991,-105.2589073,391
Bruin Bluff Trail,39.6668976,-105.2610203,391
Creekside Trail,39.6675304,-105.2572117,391
Bear Creek Trail,39.6649431,-105.2533682,391
Bear Creek Trail,39.6663058,-105.2544662,391
Bear Creek Trail,39.6630625,-105.2508225,391
Bear Creek Trail,39.6671788,-105.2551437,391
Bear Creek Trail,39.6382476,-105.2814366,391
Bear Creek Trail,39.6614143,-105.2777775,391
Bear Creek Trail,39.6450694,-105.2807359,391
Bear Creek Trail,39.6415405,-105.2784879,391
Lakewood Gulch,39.7337635,-105.1145919,391
Lakewood Gulch,39.7339371,-105.1147062,391
Beaver Brook Trail,39.726844,-105.331864,38
Beaver Brook Trail,39.7293356,-105.3292382,38
Niwot Hills Trail,40.0974474,-105.1410082,29
Legend Ridge Loop,40.0909033,-105.1454057,29
Somerset Trail,40.0907957,-105.160892,29
Somerset Trail,40.0890952,-105.1525664,29
Cougar Trail,40.1032043,-105.1417215,20
Panorama Trail,39.879994,-105.0712058,38
Glacier Gorge Trail,40.308092,-105.6425,20
Lower Prairie Voice Loop,39.4905055,-104.7218307,104
Shortcut Trail,39.4917482,-104.7224925,104
Upper Prairie Voice Loop,39.4915608,-104.7218617,104
Lookout Mountain Trail,39.7338258,-105.2462777,38
Chimney Gulch Trail,39.7401809,-105.2382875,38
Argos Trail,39.7156177,-105.2111528,38
Forest Service Road 360D,38.9964746,-105.1953544,511
Argos Trail,39.7146633,-105.215948,38
Grubstake Trail,39.7184851,-105.2294169,38
Enchanted Forest Trail,39.7135543,-105.2394196,38
Hardscrabble Trail,39.7151413,-105.2319145,38
Independence Mountain Trail,39.6327514,-105.2870804,391
Cub Creek Trail,39.5662992,-105.4977813,39
Colorado Trail,39.5311624,-105.9980109,37
Guller Creek Trail,39.4583467,-106.2114326,37
Continental Divide Trail / Colorado Trail,39.371227,-106.3196065,45
Colorado Trail (Segment 8),39.4071709,-106.3097081,45
Colorado Trail (Segment 8),39.3840328,-106.3259061,45
Colorado Trail (Segment 8),39.4231831,-106.2933599,45
Colorado Trail (Segment 8),39.4220143,-106.2787527,45
Mount Vernon Creek Trail,39.6668712,-105.1962054,391
Colorado Trail (Segment 8),39.4279326,-106.2493718,45
Mitchell,39.38812,-106.3187837,45
Old Dillon Reservoir Trail,39.6079785,-106.073414,37
West Tennessee Road,39.3526526,-106.394483,48
Lonesome Lake #2126,39.3435871,-106.4601983,45
Waldrop Trail,40.0832187,-105.5497048,20
Fall Creek #2001,39.4602545,-106.4616791,45
Ute Trail,40.3813354,-105.6765441,20
Skunk Creek Greenway,40.008112,-105.245633,29
Skunk Creek Greenway,40.0073603,-105.2457235,29
K3 Trail,39.1309502,-108.7401536,40
K1 Trail,39.1350615,-108.7390202,40
Belmar Park Trail,39.7069377,-105.0909039,391
Belmar Park Trail,39.7022362,-105.0849197,391
Belmar Park Trail,39.7069439,-105.0908127,391
Sloan's Lake Trail,39.7441574,-105.0370096,391
Rocky Mountain Lake Trail,39.7829987,-105.030738,391
Rocky Mountain Lake Trail,39.7832766,-105.0301651,391
Rocky Mountain Lake Trail,39.7817649,-105.0329176,391
O'Kane Park Trail,39.7186593,-105.0763457,391
O'Kane Park Trail,39.7201184,-105.0765535,391
O'Kane Park Trail,39.7193755,-105.0766604,391
O'Kane Park Trail,39.7196212,-105.0738317,391
O'Kane Park Trail,39.7201113,-105.0716469,391
O'Kane Park Trail,39.7191147,-105.0708056,391
O'Kane Park Trail,39.719693,-105.0715655,391
Zinn Trail,39.2597959,-105.100282,51
Devil's Head Trail,39.2612371,-105.1014891,51
Log Jumper 677.a,39.2546691,-105.1368169,51
Turkey Trail 672,39.2948148,-105.1791358,51
Noodle Trail 677,39.3189125,-105.1537352,51
Cabin Ridge Trail 675,39.3058591,-105.1186612,51
Loveland Bike Route - Boyd Lake West,40.4121781,-105.0449256,20
FT 679  Devil's Slide Trail,39.2698847,-105.1470453,51
FT 678  Ruby Creek Trail,39.2405325,-105.1730735,51
Forest Service Trail 731M,39.0598644,-105.2725825,511
Forest Trail 734,39.0662373,-105.3142169,511
Forest Service Trail 735M,39.0562771,-105.2674804,511
Forest Service Road 754A,39.0145446,-105.3180256,511
Forest Service Trail,39.0452079,-105.3267626,511
Forest Service Trail 737,39.0350576,-105.3207233,511
York St MUP,39.9464844,-104.9592044,104
136th Ave MUP,39.942937,-104.9498598,104
Forest Service Road 390A,39.1149714,-105.1044352,511
Forest Service Road 390A,39.1008714,-105.1053496,511
Forest Service Road 390,39.094762,-105.107072,511
Trout Rock Road,39.1163078,-105.110647,511
Forest Service Road 346B,39.0895665,-105.0501435,511
Forest Service Road 390A,39.0938217,-105.1027118,511
Forest Service Trail 300T,39.0961206,-105.0289404,511
Mef One Mile Road,39.125443,-105.1114293,511
Continental Divide NST,38.0787252,-106.7934677,67
Continental Divide NST,37.9925376,-106.8986308,67
Continental Divide NST,37.9565906,-107.0315126,66
Continental Divide NST,37.9370712,-107.118807,76
Continental Divide NST,37.8562828,-107.353456,76
Continental Divide NST,37.566932,-106.947221,78
Continental Divide NST,37.5663277,-107.0062467,77
Continental Divide NST,37.4316795,-106.6856002,78
Continental Divide NST,37.4546002,-106.7488998,78
Continental Divide NST,37.5711702,-107.0643948,77
Continental Divide NST,37.5948732,-107.1159124,77
Continental Divide NST,37.6214001,-107.1584635,77
Continental Divide NST,37.4111077,-106.6452896,78
Continental Divide NST,37.6532101,-107.2747966,76
NFST 820 Pole Creek (Continental Divide NST),37.8201031,-107.4571157,76
Continental Divide NST,37.1242319,-106.5529396,81
Continental Divide NST,37.2581466,-106.654034,81
Continental Divide NST,37.300713,-106.6649749,81
Continental Divide NST,37.6403899,-107.4235447,751
Continental Divide Trail,37.0238029,-106.473203,81
Continental Divide NST,37.0567023,-106.5082552,81
Continental Divide NST,37.3468325,-106.6839854,81
Canyon Creek Trail 481,38.5611275,-106.4235823,551
Boulder Lake Trail 478.3A,38.6532644,-106.604866,55
Willow Creek Trail,38.6377257,-106.6477705,55
Forest Service Road 356A1,38.992855,-105.0939834,511
Scott Carpenter Path,40.0127652,-105.2555979,29
Rabbit Valley 2 Trail,39.1684382,-109.0265216,30
#2,39.1804681,-109.0190652,30
Lower Edge Loop,39.3051497,-108.6594922,30
Zip Off,39.3045619,-108.7147937,30
Prime Cut Trail,39.3228064,-108.7000761,30
Rabbit Valley 6 Trail,39.1424278,-109.0399906,30
Kokopelli,39.2180612,-108.9073946,30
Forest Trail 736,39.0779828,-105.324034,511
Forest Service Trail 711,39.0664704,-105.2850122,511
Forest Service Trail 733M,39.0402234,-105.2854634,511
Liberty Cap Trail,39.057691,-108.7023878,40
Trail 401,39.0047458,-107.0268129,55
Far View Trail,37.2388076,-108.5047986,73
Far View Trail,37.2373483,-108.5049601,73
Step House self-guiding tour,37.1973209,-108.5356936,73
Petroglyph Point Trail,37.178501,-108.4901941,73
Spruce Canyon Trail,37.1857526,-108.4898832,73
Farming Terrace Trail,37.1972832,-108.4829332,73
Far View Trail,37.241373,-108.504442,73
Park Point Overview Trail,37.2802409,-108.4617656,73
Park Point Overview Trail,37.2811479,-108.4618398,73
Long House Loop Trail,37.1801113,-108.5316339,73
Long House Loop Trail,37.1896556,-108.5308943,73
Badger House Community Trail,37.1883258,-108.5334725,73
Badger House Community Trail,37.1870363,-108.5301871,73
Badger House Community Trail,37.1871003,-108.5328752,73
Rock Island Trail,38.8679866,-104.7217845,110
Shooks Run Trail,38.8489117,-104.8125855,110
Shooks Run Trail,38.8545853,-104.816198,110
Shooks Run Trail,38.8436822,-104.8114943,110
Shooks Run Trail,38.8560369,-104.8166753,110
Shooks Run Trail,38.8636121,-104.8176378,110
Shooks Run Trail,38.8583226,-104.8174923,110
Palmer Lake Trail,39.1230829,-104.9115272,511
Shooks Run Trail,38.8503412,-104.8133324,110
Shooks Run Trail,38.840295,-104.8126783,110
Shooks Run Trail,38.8267612,-104.8161615,118
Riflesight,39.9007924,-105.7129545,28
Colorado Midland Centennial Trail,39.2529668,-106.471704,48
Rock Island Trail,38.860282,-104.7849926,110
North Fork View Trail,39.4099619,-105.3606647,461
Narrow Gauge Trail,39.4079115,-105.347178,461
Narrow Gauge Trail,39.4053604,-105.3433525,461
Narrow Guage Trail,38.7101503,-106.2223647,56
Skunk Creek Greenway,40.0098101,-105.2453242,29
Skunk Creek Greenway,40.0117212,-105.2448264,29
Singletree Trail,39.9500278,-105.1767608,29
French Gulch Trail,39.4296624,-105.9302918,500
Homesteader Trail,39.5271989,-105.1597454,461
Golden Eagle Trail,39.5357513,-105.1615494,461
Meadowlark Trail,39.5399227,-105.1555318,461
Plymouth Creek Trail,39.5325855,-105.1585745,461
Plymouth Creek Trail,39.5311682,-105.1630437,461
Coyote Song Trail,39.5669568,-105.1519365,391
Rattlesnake Gulch Trail,39.5436901,-105.1531356,461
Rattlesnake Gulch Trail,39.5435745,-105.1521782,461
Plymouth Creek Trail,39.5389116,-105.1527133,461
Rawhide Trail,39.8352996,-105.2899041,38
Chavez Trail,39.7258376,-105.3231469,38
Buffalo Bill Trail,39.7305268,-105.2431628,38
Bear Creek Trail,39.6528035,-105.2776443,391
Panorama Point,39.6561117,-105.2771488,391
Tower Trail,39.6298438,-105.2299176,391
Castle Trail,39.6409922,-105.2144906,391
Meadow Trail,39.6319476,-105.2295763,391
Red Mesa Loop,39.5344695,-105.1701055,461
Plymouth Mountain Trail,39.5276408,-105.1582964,461
Flat Saloon Road,39.2895227,-105.2478845,501
Forest Route 538,39.3615314,-105.237721,501
Middle Quartz Stage Road,38.6217442,-106.4099002,551
Devil's Canyon Trail,38.049182,-105.0055057,84
Lookout Point,38.0472056,-105.0077597,84
Mace Trail,38.0465299,-105.006532,84
Devil's Canyon Trail,38.0463525,-105.0092018,84
Bluebird Meadow Trail,39.6237307,-105.3605956,39
Bearberry Trail,39.6266359,-105.3600646,39
Homestead Trail,39.625765,-105.3595303,39
Bearberry Trail,39.6269236,-105.3606591,39
Mountain Muhly Trail,39.6300184,-105.3584414,39
Cone Flower Trail,39.633571,-105.3559032,39
Mountain Muhly Trail,39.6372257,-105.3532425,39
Bearberry Trail,39.6299702,-105.3517188,39
Mountain Muhly Trail,39.6345502,-105.3529775,39
Mountain Muhly Trail,39.636551,-105.3562772,39
Mountain Muhly Trail,39.6324758,-105.3548086,39
Bearberry Trail,39.631048,-105.354013,39
Sisters Trail,39.6294298,-105.3486964,39
Dedisse Park Trail,39.629965,-105.3400601,39
Evergreen Mtn East Trail,39.6175344,-105.3498149,39
Evergreen Mtn East Trail,39.6216607,-105.3486927,39
Ranch View Trail,39.6205422,-105.3530749,39
Wild Iris Loop,39.6212465,-105.3578837,39
Evergreen Mtn West Trail,39.6203455,-105.3564997,39
Lois Lane Trail,39.6110192,-105.3474233,39
Evergreen Mtn West Trail,39.6166717,-105.3596458,39
Evergreen Mtn East Trail,39.6131877,-105.3539449,39
Wilmot Trail,39.6234604,-105.3416318,39
Summit Trail,39.6116917,-105.359325,39
Wild Iris Loop,39.6208142,-105.3592986,39
Scenic View Trail,39.612616,-105.3608958,39
Willow Creek Trail,39.4273344,-105.0634039,51
Willow Creek Trail,39.4250611,-105.0652415,51
South Rim Trail,39.4229237,-105.0606121,51
Willow Creek Trail,39.4289196,-105.064853,51
Willow Creek Trail,39.4271004,-105.0678956,51
Fountain Valley Trail,39.4377944,-105.0710089,51
Fountain Valley Trail,39.4309529,-105.0699082,51
Fountain Valley Trail,39.4377944,-105.0724544,51
Carpenter Peak Trail,39.4209783,-105.0700103,51
South Rim Trail,39.4212094,-105.0630673,51
Carpenter Peak Trail,39.4241176,-105.0797333,51
Elk Valley Trail,39.4167249,-105.075603,51
Carpenter Peak Trail,39.4309646,-105.0869939,51
Powerline Trail - USFS 800,39.4163863,-105.0820356,51
Swallowtail Trail,39.4094733,-105.0539438,51
Indian Creek Trail,39.4156932,-105.0897533,51
Beaver Creek Trail,40.5807942,-105.6051583,19
Beaver Creek Trail,40.5884993,-105.6682487,19
Comanche Lake Trail,40.584923,-105.6761739,19
Mummy Pass Trail,40.5362344,-105.6405834,19
Old Morrill Trail,40.5629157,-105.6155062,19
Surprise Pond Trail,40.5596801,-105.6133137,19
Beaver Falls Trail,40.5716935,-105.6121764,19
Stormy Peaks Trail,40.5435892,-105.5966741,19
Denny's Point Trail,40.566588,-105.5850742,19
Twin Lake Reservoir Trail,40.5626718,-105.5834239,19
Fish Creek Trail,40.5996852,-105.5631224,19
Flowers Trail,40.6184961,-105.650909,19
Little Beaver Creek Trail,40.6447034,-105.6191166,19
Little Beaver Creek Trail,40.6273568,-105.5760835,19
Corral Creek Trail,40.5204099,-105.7601927,19
Big South Trail,40.539779,-105.7637151,19
Peterson Lake Trail,40.5509914,-105.7782736,19
Zimmerman Trail,40.6738321,-105.7185164,19
Zimmerman Trail,40.624228,-105.7404653,19
Brackenbury Cabin Trail,40.5812418,-105.7155605,19
Bulwark Ridge Trail,40.500509,-105.4886423,20
Signal Mountain Trail,40.5428901,-105.5291406,19
Saint Vrain Trail,40.166258,-105.1309532,20
East Boulder - Teller Lake,40.0230599,-105.1546364,29
East Boulder - Teller Lake,40.0224574,-105.1546264,29
Bear Creek Greenway,40.0045487,-105.2398124,29
Niwot Loop Trail,40.1027146,-105.1595436,20
West Creek Falls Trail,40.4492408,-105.5118901,20
North Fork Trail,40.4893599,-105.4952328,20
West Creek Trail,40.443055,-105.4940366,20
Christy Meadows Road,40.3953969,-105.4282438,20
Christy Meadows Road,40.398992,-105.4294454,20
The Monastery Trail,40.4566849,-105.3640238,20
Miller Fork Trail,40.4865683,-105.4521696,20
Donner Cutoff Trail,40.4979536,-105.4609941,20
Hewlett Gulch Trail,40.7070648,-105.3214588,191
Greyrock Trail,40.7065628,-105.2911672,191
Young Gulch Trail,40.6659552,-105.3557069,19
Mount McConnel Trail,40.6771762,-105.4604705,19
Mount McConnel Nature Trail,40.6779614,-105.4598474,19
Lily Mountain Trail,40.3205669,-105.5378657,20
Lady Moon Trail,40.7715406,-105.541663,8
Killpecker Trail,40.8024287,-105.7096492,8
Lower Dadd Gulch Trail,40.6857488,-105.5539955,19
Roaring Creek Trail,40.7378003,-105.7538188,8
Meadows Trail,40.5544994,-105.8585437,19
Montgomery Pass Trail,40.5428534,-105.8940842,7
Bowls Route,40.5399444,-105.8992843,7
Willow Creek Trail,39.5427872,-104.8837893,51
Willow Creek Trail,39.5394531,-104.8800954,51
Harney Lastoka,39.9817705,-105.1211162,29
Harney Lastoka,39.9829292,-105.1188312,29
Harney Lastoka,39.9848758,-105.1187374,29
Mesa Trail,39.9902029,-105.2870376,29
Mesa Trail,39.9909402,-105.2862409,29
Black Bear Trail,39.837497,-105.4174323,38
Horseshoe Trail,39.843049,-105.4232655,38
Fowler Trail,39.9291017,-105.2800187,29
Burro Trail,39.8568673,-105.3700917,38
Burro Trail,39.8478233,-105.3776048,38
Mountain Lion Trail,39.8492088,-105.3668942,38
Beaver Trail,39.8295924,-105.4112218,38
Raccoon Trail,39.8748083,-105.4433796,38
Raccoon Trail,39.8772255,-105.4469648,38
Burro To City Lights Ridge Trail,39.8515828,-105.3816915,38
Mule Deer Trail,39.860516,-105.4472624,38
Quarry Trail,39.8600617,-105.3493352,38
Buffalo Trail,39.8567172,-105.3869401,38
Browns Lake Trail,40.6199222,-105.6845518,19
Mirror Lake Trail,40.566164,-105.7239967,19
Hourglass Trail,40.564504,-105.6899799,19
Twin Lakes Road,40.5583351,-105.5849956,19
Twin Lake Canal Trail,40.5498366,-105.5833009,19
Stormy Peaks B17 Crash Trail,40.5420459,-105.5781851,19
Stormy Peaks B17 Crash Trail,40.5460429,-105.5722418,19
Sky Ranch Trail,40.5730876,-105.5980499,19
Burn Pile Trail,38.5430358,-105.9897309,57
Lil' Rattler Trail,38.5437716,-105.9860527,57
Unkle Nazty Trail,38.5484003,-105.9712026,57
Backbone Trail,38.5441833,-105.9808006,57
Tenderfoot Trail,38.5427059,-105.9823503,57
Rainbow (Crest Section),38.4051035,-106.1388165,561
Silver Creek,38.3567017,-106.2105287,561
Beaver Falls Trail,40.578199,-105.6117459,19
County Road 156,40.5607577,-105.8042454,19
Crystal Mountain Top Road,40.5384793,-105.433012,20
Connector Trail,40.794715,-105.5480811,191
Powerline Trail,40.4814465,-105.268281,20
Meadowlark Trail,39.9377945,-105.1709953,29
Meadowlark Trail,39.9477948,-105.1678333,29
Meadowlark Trail spur,39.9460325,-105.1649246,29
Mayhoffer Trail,39.9545725,-105.1875476,29
Mayhoffer Trail,39.9517584,-105.1814235,29
Mayhoffer Trail,39.9514492,-105.1834841,29
Mayhoffer Trail,39.958307,-105.1956367,29
Mayhoffer Trail,39.9577274,-105.1916124,29
Sand Canyon Trail,37.3706792,-108.7966201,72
Pipeline,38.785597,-104.9418827,59
Forest Service Trail 720,38.7906448,-104.9467275,59
Crags to Devils Playground,38.8679094,-105.0978464,59
Big South Trail,40.5561742,-105.7785522,19
Big South Trail,40.5761049,-105.7908954,19
Mineral Springs Trail,40.6868491,-105.594129,19
Blue Lake Trail,40.5827212,-105.8548605,7
Blue Lake Trail,40.6002797,-105.8693899,7
Triple Bar Trail,40.7791998,-105.2229052,191
OT Trail,40.7663991,-105.2333673,191
Sinking Sun Trail,40.9602442,-105.1631819,9
K-Lynn Cameron Trail,40.9681744,-105.1842926,9
Salt Lick Trail,40.988514,-105.1673917,9
